System,Site,Process,Condition,ICM V4.0,ICM V3.1 Surgical,ICM V3.1 Non-surgical,Unique code,APII code
Cardiovascular,"Peripheral vasculature, shock or hypertension",Hypertension,Essential hypertension,2.12.19.2,1.2.12.19.2,2.2.12.19.2,CA40,C16
Cardiovascular,"Peripheral vasculature, shock or hypertension",Hypertension,Phaeochromocytoma,2.12.19.3,1.2.12.19.3,2.2.12.19.3,CA91,K02
Cardiovascular,"Peripheral vasculature, shock or hypertension",Hypertension,HELLP syndrome,2.12.19.4,1.2.12.19.4,2.2.12.19.4,HA28,C16
Cardiovascular,"Peripheral vasculature, shock or hypertension",Hypertension,Pre-eclampsia,2.12.19.5,1.2.12.19.5,2.2.12.19.5,GE40,C16
Cardiovascular,"Peripheral vasculature, shock or hypertension",Hypertension,Coarctation of aorta,2.12.19.6,1.2.12.19.6,2.2.12.19.6,CA28,C14
Cardiovascular,"Peripheral vasculature, shock or hypertension",Infection,Infected thrombophlebitis of the peripheral veins,2.12.27.1,1.2.12.27.1,2.2.12.27.1,CA141,C01
Cardiovascular,"Peripheral vasculature, shock or hypertension",Infection,Infected intravenous catheter in the peripheral veins,2.12.27.2,1.2.12.27.2,2.2.12.27.2,CA140,C01
Cardiovascular,"Peripheral vasculature, shock or hypertension",Infection,Infected arterio-venous shunt or fistula,2.12.27.3,1.2.12.27.3,2.2.12.27.3,CA56,C01
Cardiovascular,"Peripheral vasculature, shock or hypertension",Shock or hypotension,Hypovolaemic shock,2.12.35.1,1.2.12.35.1,2.2.12.35.1,CA52,C22
Cardiovascular,"Peripheral vasculature, shock or hypertension",Shock or hypotension,"Septic shock, aetiology uncertain",2.12.35.2,1.2.12.35.2,2.2.12.35.2,CA99,C20
Cardiovascular,"Peripheral vasculature, shock or hypertension",Shock or hypotension,Anaphylaxis,2.12.35.3,1.2.12.35.3,2.2.12.35.3,CA9,C21
Cardiovascular,"Peripheral vasculature, shock or hypertension",Shock or hypotension,Cardiogenic shock,2.12.35.4,1.2.12.35.4,2.2.12.35.4,CA21,C19
Cardiovascular,"Peripheral vasculature, shock or hypertension",Shock or hypotension,Tumour lysis syndrome,2.12.35.5,1.2.12.35.5,2.2.12.35.5,CA157,M28
Cardiovascular,"Peripheral vasculature, shock or hypertension",Non-traumatic fistula,Infected arterio-venous shunt or fistula,2.12.57.1,1.2.12.57.1,2.2.12.57.1,CA56,C01
Cardiovascular,Pulmonary vasculature,Haemorrhage,Goodpasture's syndrome,2.13.15.1,1.2.13.15.1,2.2.13.15.1,RE51,R23
Cardiovascular,Pulmonary vasculature,Haemorrhage,Pulmonary vasculitis not defined,2.13.15.2,1.2.13.15.2,2.2.13.15.2,RE84,R23
Cardiovascular,Pulmonary vasculature,Haemorrhage,Leptospirosis,2.13.15.3,1.2.13.15.3,2.2.13.15.3,GE29,R01
Cardiovascular,Pulmonary vasculature,Haemorrhage,Pulmonary haemorrhage due to contusion,2.13.15.4,1.2.13.15.4,2.2.13.15.4,RE29,R03
Cardiovascular,Pulmonary vasculature,Haemorrhage,Pulmonary haemorrhage not defined,2.13.15.5,1.2.13.15.5,2.2.13.15.5,RE83,R23
Cardiovascular,Pulmonary vasculature,Hypertension,Idiopathic pulmonary hypertension,2.13.19.1,1.2.13.19.1,2.2.13.19.1,CA53,C16
Cardiovascular,Pulmonary vasculature,Hypertension,Eisenmenger's syndrome,2.13.19.2,1.2.13.19.2,2.2.13.19.2,CA131,C14
Cardiovascular,Pulmonary vasculature,Hypertension,Cor pulmonale,2.13.19.3,1.2.13.19.3,2.2.13.19.3,CA33,C15
Cardiovascular,Pulmonary vasculature,Hypertension,Chronic thromboembolic pulmonary hypertension,2.13.19.4,1.2.13.19.4,2.2.13.19.4,CA192,C16
Cardiovascular,Pulmonary vasculature,Inflammation,Goodpasture's syndrome,2.13.28.1,1.2.13.28.1,2.2.13.28.1,RE51,R23
Cardiovascular,Pulmonary vasculature,Inflammation,Pulmonary vasculitis not defined,2.13.28.2,1.2.13.28.2,2.2.13.28.2,RE84,R23
Cardiovascular,Pulmonary vasculature,Obstruction,Pulmonary embolus (thrombus),2.13.30.1,1.2.13.30.1,2.2.13.30.1,CA94,R13
Cardiovascular,Pulmonary vasculature,Obstruction,Fat embolus,2.13.30.2,1.2.13.30.2,2.2.13.30.2,RE47,R13
Cardiovascular,Pulmonary vasculature,Obstruction,Venous air embolus,2.13.30.3,1.2.13.30.3,2.2.13.30.3,RE2,R13
Cardiovascular,Pulmonary vasculature,Obstruction,Pulmonary tumour embolus,2.13.30.4,1.2.13.30.4,2.2.13.30.4,RE109,R13
Cardiovascular,Pulmonary vasculature,Obstruction,Amniotic fluid embolus,2.13.30.5,1.2.13.30.5,2.2.13.30.5,GE10,R13
Cardiovascular,Pulmonary vasculature,Trauma,Traumatic damage to pulmonary vessels,2.13.56.1,1.2.13.56.1,2.2.13.56.1,RE39,R03
Cardiovascular,Pulmonary vasculature,Trauma,Instrumental damage to pulmonary vessels,2.13.56.2,1.2.13.56.2,2.2.13.56.2,RE25,R03
Cardiovascular,Pulmonary vasculature,Non-traumatic rupture or fistula,Non-traumatic rupture or fistula of pulmonary vessels,2.13.57.1,1.2.13.57.1,2.2.13.57.1,RE146,R26
Cardiovascular,Pulmonary vasculature,Congenital or acquired deformity or abnormality,Anomalous pulmonary venous drainage,2.13.8.1,1.2.13.8.1,2.2.13.8.1,RE7,C14
Cardiovascular,Pulmonary vasculature,Congenital or acquired deformity or abnormality,Pulmonary arterio-venous malformation,2.13.8.2,1.2.13.8.2,2.2.13.8.2,CA93,R14
Cardiovascular,Pulmonary vasculature,Congenital or acquired deformity or abnormality,Transposition of great arteries,2.13.8.3,1.2.13.8.3,2.2.13.8.3,CA95,C14
Cardiovascular,Pulmonary vasculature,Congenital or acquired deformity or abnormality,Patent ductus arteriosus,2.13.8.4,1.2.13.8.4,2.2.13.8.4,RE88,C14
Cardiovascular,Pulmonary vasculature,Congenital or acquired deformity or abnormality,Truncus arteriosus,2.13.8.5,1.2.13.8.5,2.2.13.8.5,CA119,C14
Cardiovascular,Uterine or ovarian vessels,Trauma,Traumatic damage to uterine vessels,2.14.56.1,1.2.14.56.1,2.2.14.56.1,GE91,K03
Cardiovascular,Uterine or ovarian vessels,Trauma,Instrumental damage to uterine vessels,2.14.56.2,1.2.14.56.2,2.2.14.56.2,GE92,K03
Cardiovascular,Uterine or ovarian vessels,Trauma,Traumatic damage to ovarian vessels,2.14.56.3,1.2.14.56.3,2.2.14.56.3,GE93,K03
Cardiovascular,Uterine or ovarian vessels,Trauma,Instrumental damage to ovarian vessels,2.14.56.4,1.2.14.56.4,2.2.14.56.4,GE94,K03
Cardiovascular,Abdominal aorta,Infection,Infected abdominal aortic prosthesis,2.15.27.1,1.2.15.27.1,2.2.15.27.1,CA181,C01
Cardiovascular,Abdominal aorta,Inflammation,Large vessel arteritis,2.15.28.1,1.2.15.28.1,2.2.15.28.1,CA148,C12
Cardiovascular,Abdominal aorta,Obstruction,Occlusive aortic disease,2.15.30.1,1.2.15.30.1,2.2.15.30.1,CA182,C26
Cardiovascular,Abdominal aorta,Obstruction,Saddle embolus,2.15.30.2,1.2.15.30.2,2.2.15.30.2,CA183,C13
Cardiovascular,Abdominal aorta,"Trauma (or traumatic dissection, rupture or fistula)",Traumatic dissection or rupture of abdominal aorta,2.15.56.1,1.2.15.56.1,2.2.15.56.1,CA170,C03
Cardiovascular,Abdominal aorta,"Trauma (or traumatic dissection, rupture or fistula)",Instrumental damage to abdominal aorta,2.15.56.2,1.2.15.56.2,2.2.15.56.2,CA171,C03
Cardiovascular,Abdominal aorta,"Trauma (or traumatic dissection, rupture or fistula)",Traumatic aorto-enteric fistula,2.15.56.3,1.2.15.56.3,2.2.15.56.3,CA135,C03
Cardiovascular,Abdominal aorta,"Trauma (or traumatic dissection, rupture or fistula)",Traumatic aorto-caval fistula,2.15.56.4,1.2.15.56.4,2.2.15.56.4,CA96,C03
Cardiovascular,Abdominal aorta,"Non-traumatic aneurysm, dissection, rupture or fistula",Non-traumatic dissection of abdominal aorta,2.15.57.1,1.2.15.57.1,2.2.15.57.1,CA169,C12
Cardiovascular,Abdominal aorta,"Non-traumatic aneurysm, dissection, rupture or fistula","Abdominal aortic aneurysm, ruptured",2.15.57.2,1.2.15.57.2,2.2.15.57.2,CA144,C12
Cardiovascular,Abdominal aorta,"Non-traumatic aneurysm, dissection, rupture or fistula","Thoracoabdominal aortic aneurysm, ruptured",2.15.57.3,1.2.15.57.3,2.2.15.57.3,CA154,C12
Cardiovascular,Abdominal aorta,"Non-traumatic aneurysm, dissection, rupture or fistula","Abdominal aortic aneurysm, leaking or expanding but not ruptured",2.15.57.4,1.2.15.57.4,2.2.15.57.4,CA142,C12
Cardiovascular,Abdominal aorta,"Non-traumatic aneurysm, dissection, rupture or fistula","Abdominal aortic aneurysm, neither ruptured, leaking nor expanding",2.15.57.5,1.2.15.57.5,2.2.15.57.5,CA143,C12
Cardiovascular,Abdominal aorta,"Non-traumatic aneurysm, dissection, rupture or fistula","Thoracoabdominal aortic aneurysm, not ruptured",2.15.57.6,1.2.15.57.6,2.2.15.57.6,CA153,C12
Cardiovascular,Abdominal aorta,"Non-traumatic aneurysm, dissection, rupture or fistula",Non-traumatic aorto-caval fistula,2.15.57.7,1.2.15.57.7,2.2.15.57.7,CA189,C12
Cardiovascular,Abdominal aorta,"Non-traumatic aneurysm, dissection, rupture or fistula",Non-traumatic aorto-enteric fistula,2.15.57.8,1.2.15.57.8,2.2.15.57.8,CA190,C12
Cardiovascular,Iliac vessels,Infection,Infected iliac prosthesis,2.16.27.1,1.2.16.27.1,2.2.16.27.1,CA184,C01
Cardiovascular,Iliac vessels,Inflammation,Large vessel arteritis,2.16.28.1,1.2.16.28.1,2.2.16.28.1,CA148,C12
Cardiovascular,Iliac vessels,Obstruction,Occlusive iliac disease,2.16.30.1,1.2.16.30.1,2.2.16.30.1,CA185,C26
Cardiovascular,Iliac vessels,Obstruction,Iliac embolus,2.16.30.2,1.2.16.30.2,2.2.16.30.2,CA186,C13
Cardiovascular,Iliac vessels,Trauma,Instrumental damage to iliac vessels,2.16.56.1,1.2.16.56.1,2.2.16.56.1,CA174,C03
Cardiovascular,Iliac vessels,"Non-traumatic aneurysm, dissection or rupture","Iliac artery aneurysm, ruptured",2.16.57.1,1.2.16.57.1,2.2.16.57.1,CA173,C12
Cardiovascular,Iliac vessels,"Non-traumatic aneurysm, dissection or rupture","Iliac artery aneurysm, not ruptured",2.16.57.2,1.2.16.57.2,2.2.16.57.2,CA172,C12
Cardiovascular,Iliac vessels,"Non-traumatic aneurysm, dissection or rupture",Non-traumatic dissection of iliac vessels,2.16.57.3,1.2.16.57.3,2.2.16.57.3,CA191,C12
Cardiovascular,Myocardium or cardiac chambers,Failure,Left ventricular failure,2.2.13.1,1.2.2.13.1,2.2.2.13.1,CA73,C15
Cardiovascular,Myocardium or cardiac chambers,Failure,Right ventricular failure,2.2.13.2,1.2.2.13.2,2.2.2.13.2,CA97,C15
Cardiovascular,Myocardium or cardiac chambers,Failure,Bi-ventricular failure,2.2.13.3,1.2.2.13.3,2.2.2.13.3,CA16,C15
Cardiovascular,Myocardium or cardiac chambers,Failure,Cardiogenic shock,2.2.13.4,1.2.2.13.4,2.2.2.13.4,CA21,C19
Cardiovascular,Myocardium or cardiac chambers,Failure,Cor pulmonale,2.2.13.5,1.2.2.13.5,2.2.2.13.5,CA33,C15
Cardiovascular,Myocardium or cardiac chambers,Infection,Viral or bacterial cardiomyopathy,2.2.27.1,1.2.2.27.1,2.2.2.27.1,CA125,C19
Cardiovascular,Myocardium or cardiac chambers,Infection,Myocardial or septal abscess,2.2.27.2,1.2.2.27.2,2.2.2.27.2,CA5,C01
Cardiovascular,Myocardium or cardiac chambers,Infection,Myocarditis,2.2.27.3,1.2.2.27.3,2.2.2.27.3,CA83,C19
Cardiovascular,Myocardium or cardiac chambers,Infection,Non-valvular endocarditis,2.2.27.4,1.2.2.27.4,2.2.2.27.4,CA86,C01
Cardiovascular,Myocardium or cardiac chambers,Inflammation,Toxic myopathy,2.2.28.1,1.2.2.28.1,2.2.2.28.1,CA107,C19
Cardiovascular,Myocardium or cardiac chambers,Inflammation,Myocarditis,2.2.28.2,1.2.2.28.2,2.2.2.28.2,CA83,C19
Cardiovascular,Myocardium or cardiac chambers,Transplant (or related),Heart or heart-lung allograft,2.2.37.1,1.2.2.37.1,2.2.2.37.1,CA47,C33
Cardiovascular,Myocardium or cardiac chambers,Transplant (or related),Heart or heart-lung allograft rejection,2.2.37.2,1.2.2.37.2,2.2.2.37.2,CA108,C33
Cardiovascular,Myocardium or cardiac chambers,Tumour or malignancy,Myxoma,2.2.39.1,1.2.2.39.1,2.2.2.39.1,CA84,C02
Cardiovascular,Myocardium or cardiac chambers,Vascular,Ischaemic cardiomyopathy,2.2.41.1,1.2.2.41.1,2.2.2.41.1,CA69,C09
Cardiovascular,Myocardium or cardiac chambers,Vascular,Ischaemic ventricular septal defect,2.2.41.2,1.2.2.41.2,2.2.2.41.2,CA71,C10
Cardiovascular,Myocardium or cardiac chambers,Vascular,Acute myocardial infarction,2.2.41.4,1.2.2.41.4,2.2.2.41.4,CA8,C10
Cardiovascular,Myocardium or cardiac chambers,Vascular,Traumatic papillary muscle rupture,2.2.41.5,1.2.2.41.5,2.2.2.41.5,CA175,C03
Cardiovascular,Myocardium or cardiac chambers,Vascular,Non-traumatic papillary muscle rupture,2.2.41.6,1.2.2.41.6,2.2.2.41.6,CA176,C10
Cardiovascular,Myocardium or cardiac chambers,Trauma (or traumatic perforation or rupture),Myocardial contusion,2.2.56.1,1.2.2.56.1,2.2.2.56.1,CA134,C03
Cardiovascular,Myocardium or cardiac chambers,Trauma (or traumatic perforation or rupture),Instrumental damage to myocardium,2.2.56.2,1.2.2.56.2,2.2.2.56.2,CA68,C03
Cardiovascular,Myocardium or cardiac chambers,Trauma (or traumatic perforation or rupture),Traumatic perforation of myocardial wall,2.2.56.3,1.2.2.56.3,2.2.2.56.3,CA137,C03
Cardiovascular,Myocardium or cardiac chambers,Trauma (or traumatic perforation or rupture),Traumatic haemopericardium or tamponade,2.2.56.4,1.2.2.56.4,2.2.2.56.4,CA177,C03
Cardiovascular,Myocardium or cardiac chambers,Trauma (or traumatic perforation or rupture),Traumatic papillary muscle rupture,2.2.56.5,1.2.2.56.5,2.2.2.56.5,CA175,C03
Cardiovascular,Myocardium or cardiac chambers,Trauma (or traumatic perforation or rupture),Electrocution,2.2.56.6,1.2.2.56.6,2.2.2.56.6,CA162,C03
Cardiovascular,Myocardium or cardiac chambers,"Non-traumatic aneurysm, perforation or rupture",Ischaemic myocardial perforation,2.2.57.1,1.2.2.57.1,2.2.2.57.1,CA70,C10
Cardiovascular,Myocardium or cardiac chambers,"Non-traumatic aneurysm, perforation or rupture",Ischaemic ventricular septal defect,2.2.57.2,1.2.2.57.2,2.2.2.57.2,CA71,C10
Cardiovascular,Myocardium or cardiac chambers,"Non-traumatic aneurysm, perforation or rupture",Non-traumatic papillary muscle rupture,2.2.57.3,1.2.2.57.3,2.2.2.57.3,CA176,C10
Cardiovascular,Myocardium or cardiac chambers,"Non-traumatic aneurysm, perforation or rupture",Non-traumatic haemopericardium or tamponade post surgery,2.2.57.4,1.2.2.57.4,2.2.2.57.4,CA178,C23
Cardiovascular,Myocardium or cardiac chambers,"Non-traumatic aneurysm, perforation or rupture",Ventricular aneurysm,2.2.57.5,1.2.2.57.5,2.2.2.57.5,CA138,C10
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Complex congenital cardiac abnormality,2.2.8.1,1.2.2.8.1,2.2.2.8.1,CA29,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Toxic myocarditis,2.2.8.10,1.2.2.8.10,2.2.2.8.10,CA106,C19
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Single ventricle,2.2.8.12,1.2.2.8.12,2.2.2.8.12,CA100,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Right ventricular outflow tract obstruction,2.2.8.13,1.2.2.8.13,2.2.2.8.13,CA98,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Left ventricular outflow tract obstruction,2.2.8.14,1.2.2.8.14,2.2.2.8.14,CA74,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Double outlet left ventricle,2.2.8.15,1.2.2.8.15,2.2.2.8.15,CA35,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Hypoplastic left or right ventricle,2.2.8.16,1.2.2.8.16,2.2.2.8.16,CA51,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Ventricular aneurysm,2.2.8.17,1.2.2.8.17,2.2.2.8.17,CA138,C10
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,"Congenital cardiomyopathy, not hypertrophic",2.2.8.18,1.2.2.8.18,2.2.2.8.18,CA150,C19
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Mural or intracavity thrombus,2.2.8.19,1.2.2.8.19,2.2.2.8.19,CA149,C13
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Atrial septal defect,2.2.8.2,1.2.2.8.2,2.2.2.8.2,CA15,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Congenital ventricular septal defect,2.2.8.3,1.2.2.8.3,2.2.2.8.3,CA31,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Ischaemic ventricular septal defect,2.2.8.4,1.2.2.8.4,2.2.2.8.4,CA71,C10
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Tetralogy of Fallot,2.2.8.6,1.2.2.8.6,2.2.2.8.6,CA104,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,AV canal defect,2.2.8.7,1.2.2.8.7,2.2.2.8.7,CA1,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Transposition of great arteries,2.2.8.8,1.2.2.8.8,2.2.2.8.8,CA95,C14
Cardiovascular,Myocardium or cardiac chambers,Congenital or acquired deformity or abnormality,Hypertrophic cardiomyopathy,2.2.8.9,1.2.2.8.9,2.2.2.8.9,CA50,C19
Cardiovascular,"Pericardium, pericardial space or mediastinum",Haemorrhage,Haemopericardium from instrumental perforation of myocardial wall,2.3.15.1,1.2.3.15.1,2.2.3.15.1,CA42,C03
Cardiovascular,"Pericardium, pericardial space or mediastinum",Haemorrhage,Haemopericardium from ischaemic perforation of myocardial wall,2.3.15.2,1.2.3.15.2,2.2.3.15.2,CA43,C10
Cardiovascular,"Pericardium, pericardial space or mediastinum",Haemorrhage,Haemopericardium from traumatic perforation of myocardial wall,2.3.15.3,1.2.3.15.3,2.2.3.15.3,CA44,C03
Cardiovascular,"Pericardium, pericardial space or mediastinum",Haemorrhage,Haemopericardium from coronary artery damage,2.3.15.4,1.2.3.15.4,2.2.3.15.4,CA41,C03
Cardiovascular,"Pericardium, pericardial space or mediastinum",Haemorrhage,Traumatic haemopericardium or tamponade,2.3.15.6,1.2.3.15.6,2.2.3.15.6,CA177,C03
Cardiovascular,"Pericardium, pericardial space or mediastinum",Haemorrhage,Non-traumatic haemopericardium or tamponade post surgery,2.3.15.7,1.2.3.15.7,2.2.3.15.7,CA178,C23
Cardiovascular,"Pericardium, pericardial space or mediastinum",Infection,Infective pericarditis,2.3.27.1,1.2.3.27.1,2.2.3.27.1,CA62,C01
Cardiovascular,"Pericardium, pericardial space or mediastinum",Infection,Mediastinitis,2.3.27.2,1.2.3.27.2,2.2.3.27.2,CA81,C01
Cardiovascular,"Pericardium, pericardial space or mediastinum",Infection,Sternotomy related infection,2.3.27.3,1.2.3.27.3,2.2.3.27.3,CA155,C01
Cardiovascular,"Pericardium, pericardial space or mediastinum",Inflammation,Pericardial effusion,2.3.28.1,1.2.3.28.1,2.2.3.28.1,CA90,C18
Cardiovascular,"Pericardium, pericardial space or mediastinum",Tumour or malignancy,Malignant pericardial effusion,2.3.39.1,1.2.3.39.1,2.2.3.39.1,CA79,C02
Cardiovascular,"Pericardium, pericardial space or mediastinum",Congenital or acquired deformity or abnormality,Constrictive pericarditis,2.3.8.1,1.2.3.8.1,2.2.3.8.1,CA32,C18
Cardiovascular,"Pericardium, pericardial space or mediastinum",Congenital or acquired deformity or abnormality,Pericardial effusion,2.3.8.2,1.2.3.8.2,2.2.3.8.2,CA90,C18
Cardiovascular,Heart valves,Infection,Endocarditis of aortic valve,2.4.27.1,1.2.4.27.1,2.2.4.27.1,CA36,C01
Cardiovascular,Heart valves,Infection,Endocarditis of mitral valve,2.4.27.2,1.2.4.27.2,2.2.4.27.2,CA37,C01
Cardiovascular,Heart valves,Infection,Endocarditis of pulmonary valve,2.4.27.3,1.2.4.27.3,2.2.4.27.3,CA38,C01
Cardiovascular,Heart valves,Infection,Endocarditis of tricuspid valve,2.4.27.4,1.2.4.27.4,2.2.4.27.4,CA39,C01
Cardiovascular,Heart valves,Infection,Aortic root abscess,2.4.27.5,1.2.4.27.5,2.2.4.27.5,CA12,C01
Cardiovascular,Heart valves,Infection,Infection of prosthetic heart valve,2.4.27.6,1.2.4.27.6,2.2.4.27.6,CA61,C01
Cardiovascular,Heart valves,Infection,Non-valvular endocarditis,2.4.27.7,1.2.4.27.7,2.2.4.27.7,CA86,C01
Cardiovascular,Heart valves,Tumour or malignancy,Myxoma,2.4.39.1,1.2.4.39.1,2.2.4.39.1,CA84,C02
Cardiovascular,Heart valves,Vascular,Traumatic papillary muscle rupture,2.4.41.2,1.2.4.41.2,2.2.4.41.2,CA175,C03
Cardiovascular,Heart valves,Vascular,Non-traumatic papillary muscle rupture,2.4.41.3,1.2.4.41.3,2.2.4.41.3,CA176,C10
Cardiovascular,Heart valves,Trauma (or traumatic rupture),Trauma to aortic valve,2.4.56.1,1.2.4.56.1,2.2.4.56.1,CA109,C03
Cardiovascular,Heart valves,Trauma (or traumatic rupture),Trauma to mitral valve,2.4.56.2,1.2.4.56.2,2.2.4.56.2,CA110,C03
Cardiovascular,Heart valves,Trauma (or traumatic rupture),Trauma to pulmonary valve,2.4.56.3,1.2.4.56.3,2.2.4.56.3,CA111,C03
Cardiovascular,Heart valves,Trauma (or traumatic rupture),Trauma to tricuspid valve,2.4.56.4,1.2.4.56.4,2.2.4.56.4,CA112,C03
Cardiovascular,Heart valves,Trauma (or traumatic rupture),Instrumental damage to heart valves,2.4.56.5,1.2.4.56.5,2.2.4.56.5,CA66,C03
Cardiovascular,Heart valves,Trauma (or traumatic rupture),Traumatic papillary muscle rupture,2.4.56.6,1.2.4.56.6,2.2.4.56.6,CA175,C03
Cardiovascular,Heart valves,Non-traumatic rupture,Non-traumatic papillary muscle rupture,2.4.57.1,1.2.4.57.1,2.2.4.57.1,CA176,C10
Cardiovascular,Heart valves,Congenital or acquired deformity or abnormality,Abnormality of aortic valve,2.4.8.1,1.2.4.8.1,2.2.4.8.1,CA2,C11
Cardiovascular,Heart valves,Congenital or acquired deformity or abnormality,Abnormality of mitral valve,2.4.8.2,1.2.4.8.2,2.2.4.8.2,CA3,C11
Cardiovascular,Heart valves,Congenital or acquired deformity or abnormality,Abnormality of pulmonary valve,2.4.8.3,1.2.4.8.3,2.2.4.8.3,CA4,C11
Cardiovascular,Heart valves,Congenital or acquired deformity or abnormality,Abnormality of tricuspid valve,2.4.8.4,1.2.4.8.4,2.2.4.8.4,CA130,C11
Cardiovascular,Heart valves,Congenital or acquired deformity or abnormality,Tetralogy of Fallot,2.4.8.5,1.2.4.8.5,2.2.4.8.5,CA104,C14
Cardiovascular,Heart valves,Congenital or acquired deformity or abnormality,AV canal defect,2.4.8.6,1.2.4.8.6,2.2.4.8.6,CA1,C14
Cardiovascular,Heart valves,Congenital or acquired deformity or abnormality,Abnormality of prosthetic valve,2.4.8.7,1.2.4.8.7,2.2.4.8.7,CA139,C11
Cardiovascular,Heart valves,Degeneration,Chronic degeneration of aortic valve,2.4.9.1,1.2.4.9.1,2.2.4.9.1,CA24,C11
Cardiovascular,Heart valves,Degeneration,Chronic degeneration of mitral valve,2.4.9.2,1.2.4.9.2,2.2.4.9.2,CA25,C11
